State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Uttar Pradesh",Etawah,Etawah,Rice,III,FAQ,17/02/2025,2800,3100,3000
"Uttar Pradesh",Etawah,Jasvantnagar,Onion,Red,FAQ,17/02/2025,1965,2065,2015
"Uttar Pradesh",Farukhabad,Farukhabad,Brinjal,Round/Long,FAQ,17/02/2025,1500,1700,1600
"Uttar Pradesh",Farukhabad,Farukhabad,Cabbage,Cabbage,FAQ,17/02/2025,700,900,800
"Uttar Pradesh",Farukhabad,Kamlaganj,Potato,Desi,FAQ,17/02/2025,900,1000,950
"Uttar Pradesh",Farukhabad,Mohamadabad,Cabbage,Cabbage,FAQ,17/02/2025,700,900,800
"Uttar Pradesh",Farukhabad,Mohamadabad,Carrot,Carrot,FAQ,17/02/2025,980,1180,1080
"Uttar Pradesh",Farukhabad,Mohamadabad,Cauliflower,Cauliflower,FAQ,17/02/2025,740,940,840
"Uttar Pradesh",Farukhabad,Mohamadabad,Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,2220,2420,2320
"Uttar Pradesh",Farukhabad,Mohamadabad,Onion,Red,FAQ,17/02/2025,2160,2360,2260
"Uttar Pradesh",Farukhabad,Mohamadabad,Potato,Desi,FAQ,17/02/2025,720,920,820
"Uttar Pradesh",Fatehpur,Bindki,Paddy(Dhan)(Common),Fine,FAQ,17/02/2025,2000,2320,2080
"Uttar Pradesh",Fatehpur,Bindki,Wheat,Dara,FAQ,17/02/2025,2800,3050,3000
"Uttar Pradesh",Fatehpur,Fatehpur,Carrot,Carrot,FAQ,17/02/2025,900,1100,1015
"Uttar Pradesh",Fatehpur,Fatehpur,Onion,Red,FAQ,17/02/2025,2100,2400,2200
"Uttar Pradesh",Fatehpur,Fatehpur,Raddish,Raddish,FAQ,17/02/2025,600,700,650
"Uttar Pradesh",Fatehpur,Fatehpur,Wheat,Dara,FAQ,17/02/2025,2800,2900,2845
"Uttar Pradesh",Fatehpur,Khaga,Banana,"Banana - Ripe",Medium,17/02/2025,2730,2900,2800
"Uttar Pradesh",Fatehpur,Khaga,Cauliflower,Cauliflower,FAQ,17/02/2025,500,645,600
"Uttar Pradesh",Fatehpur,Khaga,"Green Chilli","Green Chilly",FAQ,17/02/2025,2735,2890,2800
"Uttar Pradesh",Firozabad,Firozabad,"Bajra(Pearl Millet/Cumbu)",Hybrid,Non-FAQ,17/02/2025,2410,2460,2440
"Uttar Pradesh",Firozabad,Firozabad,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,1230,1450,1340
"Uttar Pradesh",Firozabad,Firozabad,Cauliflower,Cauliflower,FAQ,17/02/2025,400,610,500
"Uttar Pradesh",Firozabad,Firozabad,"Field Pea","Field Pea",FAQ,17/02/2025,1040,1250,1165
"Uttar Pradesh",Firozabad,Firozabad,Garlic,Garlic,FAQ,17/02/2025,11200,11700,11470
"Uttar Pradesh",Firozabad,Firozabad,Onion,Red,FAQ,17/02/2025,1960,2180,2075
"Uttar Pradesh",Firozabad,Firozabad,Potato,Potato,FAQ,17/02/2025,830,1125,955
"Uttar Pradesh",Firozabad,Tundla,Banana,"Banana - Ripe",Medium,17/02/2025,2120,2175,2150
"Uttar Pradesh",Firozabad,Tundla,Cauliflower,Cauliflower,FAQ,17/02/2025,640,675,650
"Uttar Pradesh",Firozabad,Tundla,Lemon,Lemon,FAQ,17/02/2025,4950,5025,5000
"Uttar Pradesh",Firozabad,Tundla,Mustard,"Lohi Black",FAQ,17/02/2025,5750,5850,5825
"Uttar Pradesh",Firozabad,Tundla,Onion,Red,FAQ,17/02/2025,5800,5850,5825
"Uttar Pradesh",Firozabad,Tundla,Potato,Local,FAQ,17/02/2025,900,950,925
"Uttar Pradesh",Firozabad,Tundla,Rice,III,FAQ,17/02/2025,3225,3300,3250
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,2130,2300,2230
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Ginger(Green),"Green Ginger",FAQ,17/02/2025,3450,3770,3600
"Uttar Pradesh","Gautam Budh Nagar",Dadri,"Green Chilli","Green Chilly",FAQ,17/02/2025,2550,2750,2630
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Papaya,Papaya,Medium,17/02/2025,2500,2700,2600
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Pumpkin,Pumpkin,FAQ,17/02/2025,1330,1500,1430
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Raddish,Raddish,FAQ,17/02/2025,580,730,650
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Tomato,Deshi,Non-FAQ,17/02/2025,680,790,740
"Uttar Pradesh","Gautam Budh Nagar",Dankaur,Apple,Delicious,Medium,17/02/2025,7815,8155,7955
"Uttar Pradesh","Gautam Budh Nagar",Dankaur,Cauliflower,Cauliflower,FAQ,17/02/2025,600,850,700
"Uttar Pradesh","Gautam Budh Nagar",Dankaur,"Green Chilli","Green Chilly",FAQ,17/02/2025,2400,2755,2560
"Uttar Pradesh","Gautam Budh Nagar",Dankaur,Potato,Local,FAQ,17/02/2025,900,1175,1055
"Uttar Pradesh","Gautam Budh Nagar",Dankaur,Spinach,Spinach,FAQ,17/02/2025,750,945,815
"Uttar Pradesh",Ghaziabad,Hapur,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,17/02/2025,13000,13900,13200
"Uttar Pradesh",Ghaziabad,Hapur,"Banana - Green","Banana - Green",FAQ,17/02/2025,1750,1860,1800
"Uttar Pradesh",Ghaziabad,Hapur,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,17/02/2025,10000,10900,10250
"Uttar Pradesh",Ghazipur,Gazipur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,17/02/2025,7250,7310,7280
"Uttar Pradesh",Ghazipur,Gazipur,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,1450,1490,1470
"Uttar Pradesh",Ghazipur,Gazipur,Rice,Fine,FAQ,17/02/2025,4800,4880,4855
"Uttar Pradesh",Gonda,Gonda,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,17/02/2025,7075,7200,7100
"Uttar Pradesh",Gonda,Gonda,Capsicum,Capsicum,FAQ,17/02/2025,3350,3500,3400
"Uttar Pradesh",Gonda,Gonda,Grapes,Green,Medium,17/02/2025,6000,6400,6200
"Uttar Pradesh",Gonda,Gonda,Maize,Yellow,FAQ,17/02/2025,2430,2460,2450
"Uttar Pradesh",Gonda,Gonda,Orange,Nagpuri,Medium,17/02/2025,4000,4400,4200
"Uttar Pradesh",Gonda,Gonda,Pumpkin,Pumpkin,FAQ,17/02/2025,1625,1750,1675
"Uttar Pradesh",Gonda,Gonda,Rice,"Basmati Haryana Raw (New)",FAQ,17/02/2025,8300,8550,8400
"Uttar Pradesh",Gonda,Nawabganj,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,17/02/2025,7300,7400,7350
"Uttar Pradesh",Gonda,Nawabganj,"Field Pea","Field Pea",FAQ,17/02/2025,1650,1750,1700
"Uttar Pradesh",Gonda,Nawabganj,"Green Chilli","Green Chilly",FAQ,17/02/2025,2850,2950,2900
"Uttar Pradesh",Gonda,Nawabganj,Papaya,Papaya,Medium,17/02/2025,2600,2700,2650
"Uttar Pradesh",Gonda,Nawabganj,Pomegranate,Pomogranate,Medium,17/02/2025,7900,8100,8000
"Uttar Pradesh",Gonda,Nawabganj,Potato,Desi,Non-FAQ,17/02/2025,1000,1030,1010
"Uttar Pradesh",Gorakhpur,Gorakhpur,"Banana - Green","Banana - Green",FAQ,17/02/2025,1735,1835,1785
"Uttar Pradesh",Gorakhpur,Gorakhpur,Pomegranate,Pomogranate,Medium,17/02/2025,7550,7650,7600
"Uttar Pradesh",Gorakhpur,Gorakhpur,Potato,Red,FAQ,17/02/2025,1025,1125,1075
"Uttar Pradesh",Gorakhpur,Gorakhpur,Tomato,Hybrid,FAQ,17/02/2025,850,950,900
"Uttar Pradesh",Hamirpur,Bharuasumerpur,Mustard,Sarson(Black),FAQ,17/02/2025,5600,5700,5650
"Uttar Pradesh",Hamirpur,Bharuasumerpur,Potato,Desi,FAQ,17/02/2025,975,1050,1020
"Uttar Pradesh",Hamirpur,Kurara,Peas(Dry),Peas(Dry),FAQ,17/02/2025,3150,3250,3200
"Uttar Pradesh",Hardoi,Hardoi,"Bitter gourd","Bitter Gourd",FAQ,17/02/2025,2400,2480,2460
"Uttar Pradesh",Hardoi,Hardoi,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,17/02/2025,10250,10340,10300
"Uttar Pradesh",Hardoi,Hardoi,Brinjal,Round/Long,FAQ,17/02/2025,1550,1640,1610
"Uttar Pradesh",Hardoi,Hardoi,Lemon,Lemon,FAQ,17/02/2025,5800,5870,5850
"Uttar Pradesh",Hardoi,Hardoi,"Mustard Oil","Mustard Oil",FAQ,17/02/2025,14500,14590,14560
"Uttar Pradesh",Hardoi,Hardoi,Wheat,Dara,FAQ,17/02/2025,2800,2880,2850
"Uttar Pradesh",Hardoi,Madhoganj,Apple,"Kasmir/Shimla - II",Medium,17/02/2025,7850,7900,7880
"Uttar Pradesh",Hardoi,Madhoganj,Brinjal,Round/Long,FAQ,17/02/2025,1550,1600,1585
"Uttar Pradesh",Hardoi,Madhoganj,"Lentil (Masur)(Whole)","Masoor Gola",FAQ,17/02/2025,6700,6800,6750
"Uttar Pradesh",Hardoi,Madhoganj,Maize,Hybrid/Local,FAQ,17/02/2025,2300,2350,2325
"Uttar Pradesh",Hardoi,Madhoganj,Potato,Badshah,FAQ,17/02/2025,950,1000,975
"Uttar Pradesh",Hardoi,Madhoganj,Rice,Common,FAQ,17/02/2025,3150,3200,3170
"Uttar Pradesh",Hardoi,Sandi,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,1550,1600,1570
"Uttar Pradesh",Hardoi,Sandi,"Green Chilli","Green Chilly",FAQ,17/02/2025,2500,2600,2540
"Uttar Pradesh",Hardoi,Sandi,"Mustard Oil","Mustard Oil",FAQ,17/02/2025,14500,14600,14570
"Uttar Pradesh",Hardoi,Sandi,Pumpkin,Other,FAQ,17/02/2025,1570,1630,1590
"Uttar Pradesh",Hardoi,Sandila,Cauliflower,Cauliflower,FAQ,17/02/2025,800,900,850
"Uttar Pradesh",Hardoi,Sandila,"Green Chilli","Green Chilly",FAQ,17/02/2025,2570,2650,2610
"Uttar Pradesh",Hardoi,Sandila,Potato,Badshah,FAQ,17/02/2025,930,1010,970
"Uttar Pradesh",Hardoi,Sandila,Rice,Common,FAQ,17/02/2025,3130,3210,3170
"Uttar Pradesh",Hardoi,"Shahabad(New Mandi)",Potato,Potato,FAQ,17/02/2025,925,1000,975
"Uttar Pradesh",Hathras,Haathras,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,17/02/2025,10950,11050,11000
"Uttar Pradesh",Hathras,Haathras,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,1420,1620,1520
"Uttar Pradesh",Hathras,Haathras,Cauliflower,Cauliflower,FAQ,17/02/2025,540,740,640
"Uttar Pradesh",Hathras,Haathras,Lemon,Lemon,FAQ,17/02/2025,4900,5100,5000
"Uttar Pradesh",Hathras,Haathras,Paddy(Dhan)(Basmati),"Basmati 1509",FAQ,17/02/2025,2600,2800,2700
"Uttar Pradesh",Hathras,Haathras,Pumpkin,Pumpkin,FAQ,17/02/2025,1170,1370,1270
"Uttar Pradesh",Hathras,Haathras,Raddish,Raddish,FAQ,17/02/2025,510,710,610
"Uttar Pradesh",Hathras,Sikandraraau,Wheat,Dara,FAQ,17/02/2025,2790,2965,2850
"Uttar Pradesh","Jalaun (Orai)",Kadaura,Firewood,Firewood,FAQ,17/02/2025,400,400,400
"Uttar Pradesh",Jaunpur,Jaunpur,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,17/02/2025,11670,11730,11700
"Uttar Pradesh",Jaunpur,Jaunpur,Banana,"Banana - Ripe",Medium,17/02/2025,2725,2925,2825
"Uttar Pradesh",Jaunpur,Jaunpur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,17/02/2025,7250,7300,7275
"Uttar Pradesh",Jaunpur,Jaunpur,Cabbage,Cabbage,FAQ,17/02/2025,490,590,540
"Uttar Pradesh",Jaunpur,Jaunpur,Carrot,Carrot,FAQ,17/02/2025,740,860,800
"Uttar Pradesh",Jaunpur,Jaunpur,Ginger(Green),"Green Ginger",FAQ,17/02/2025,2900,3100,3000
"Uttar Pradesh",Jaunpur,Jaunpur,"Green Chilli","Green Chilly",FAQ,17/02/2025,2500,2700,2600
"Uttar Pradesh",Jaunpur,Jaunpur,Paddy(Dhan)(Common),"Paddy Coarse",FAQ,17/02/2025,2270,2330,2300
"Uttar Pradesh",Jaunpur,Jaunpur,Wheat,Dara,FAQ,17/02/2025,2935,2975,2955
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Apple,Delicious,Medium,17/02/2025,8220,8420,8320
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,17/02/2025,7185,7385,7285
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Brinjal,Brinjal,FAQ,17/02/2025,1230,1430,1330
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Cabbage,Cabbage,FAQ,17/02/2025,460,660,560
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,2540,2740,2640
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Onion,Red,FAQ,17/02/2025,1870,2070,1970
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Rice,Common,FAQ,17/02/2025,3155,3355,3255
"Uttar Pradesh",Jaunpur,Shahganj,Cabbage,Cabbage,FAQ,17/02/2025,500,700,600
"Uttar Pradesh",Jaunpur,Shahganj,Garlic,Garlic,FAQ,17/02/2025,15300,15450,15350
"Uttar Pradesh",Jaunpur,Shahganj,Potato,Badshah,Non-FAQ,17/02/2025,900,1000,960
"Uttar Pradesh",Jaunpur,Shahganj,Spinach,Spinach,FAQ,17/02/2025,600,800,700
"Uttar Pradesh",Jhansi,Jhansi,Onion,Red,FAQ,17/02/2025,2200,2350,2280
"Uttar Pradesh",Jhansi,Jhansi,Tomato,Deshi,FAQ,17/02/2025,600,750,670
"Uttar Pradesh",Jhansi,"Jhansi (Grain)",Groundnut,F.A.Q,FAQ,17/02/2025,4700,4800,4720
"Uttar Pradesh",Kannuj,Chhibramau,Maize,Yellow,FAQ,17/02/2025,2325,2380,2360
"Uttar Pradesh",Kannuj,Kannauj,"Green Chilli","Green Chilly",FAQ,17/02/2025,2600,2700,2650
"Uttar Pradesh",Kannuj,Kannauj,Tomato,Hybrid,FAQ,17/02/2025,750,850,800
"Uttar Pradesh",Kanpur,Choubepur,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,1550,1750,1650
"Uttar Pradesh",Kanpur,Choubepur,Brinjal,Brinjal,FAQ,17/02/2025,1200,1300,1250
"Uttar Pradesh",Kanpur,Choubepur,Maize,Yellow,FAQ,17/02/2025,2300,2400,2350
"Uttar Pradesh",Kanpur,Kanpur(Grain),Apple,Delicious,Medium,17/02/2025,7630,7830,7730
"Uttar Pradesh",Kanpur,Kanpur(Grain),"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,17/02/2025,7250,7350,7300
"Uttar Pradesh",Kanpur,Kanpur(Grain),"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,1430,1630,1530
"Uttar Pradesh",Kanpur,Kanpur(Grain),Garlic,Desi,FAQ,17/02/2025,16800,17000,16900
"Uttar Pradesh",Kanpur,Kanpur(Grain),Gur(Jaggery),Red,FAQ,17/02/2025,3820,3920,3870
"Uttar Pradesh",Kanpur,Kanpur(Grain),Pomegranate,Pomogranate,Medium,17/02/2025,7250,7450,7350
"Uttar Pradesh",Kanpur,Uttaripura,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,1460,1660,1560
"Uttar Pradesh",Kanpur,Uttaripura,Carrot,Carrot,FAQ,17/02/2025,880,1080,980
"Uttar Pradesh",Kanpur,Uttaripura,Cauliflower,Cauliflower,FAQ,17/02/2025,550,750,650
"Uttar Pradesh",Kanpur,Varipaal,Beetroot,Beetroot,FAQ,17/02/2025,1000,1500,1200
"Uttar Pradesh",Kanpur,Varipaal,Papaya,Papaya,Small,17/02/2025,1500,1800,1600
"Uttar Pradesh",Kanpur,Varipaal,Tomato,Tomato,Non-FAQ,17/02/2025,800,820,810
"Uttar Pradesh",Kaushambi,Manjhanpur,Onion,Red,FAQ,17/02/2025,2075,2250,2160
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Apple,"Kasmir/Shimla - II",Medium,17/02/2025,9100,9180,9140
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Brinjal,Other,FAQ,17/02/2025,2100,2180,2140
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Potato,Desi,FAQ,17/02/2025,2300,2360,2330
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Pumpkin,Pumpkin,FAQ,17/02/2025,1600,1680,1640
"Uttar Pradesh","Khiri (Lakhimpur)",Mohammdi,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,17/02/2025,10210,10310,10260
"Uttar Pradesh","Khiri (Lakhimpur)",Mohammdi,"Green Chilli","Green Chilly",FAQ,17/02/2025,2610,2710,2660
"Uttar Pradesh","Khiri (Lakhimpur)",Mohammdi,"Masur Dal","Masur Dal",FAQ,17/02/2025,7400,7485,7445
"Uttar Pradesh","Khiri (Lakhimpur)",Mohammdi,Papaya,Papaya,Medium,17/02/2025,256,266,261
"Uttar Pradesh",Lakhimpur,Golagokarnath,Apple,Delicious,Medium,17/02/2025,7800,7900,7840
"Uttar Pradesh",Lakhimpur,Golagokarnath,"Green Chilli","Green Chilly",FAQ,17/02/2025,2600,2700,2650
"Uttar Pradesh",Lakhimpur,Golagokarnath,Paddy(Dhan)(Common),Common,Non-FAQ,17/02/2025,1850,1950,1900
"Uttar Pradesh",Lakhimpur,Golagokarnath,Potato,Badshah,Non-FAQ,17/02/2025,650,760,700
"Uttar Pradesh",Lakhimpur,Golagokarnath,Tomato,Hybrid,Non-FAQ,17/02/2025,550,650,600
"Uttar Pradesh",Lakhimpur,Lakhimpur,Banana,"Banana - Ripe",Medium,17/02/2025,2600,2700,2660
"Uttar Pradesh",Lakhimpur,Lakhimpur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",Non-FAQ,17/02/2025,7100,7240,7180
"Uttar Pradesh",Lakhimpur,Lakhimpur,Garlic,Desi,FAQ,17/02/2025,14000,14900,14400
"Uttar Pradesh",Lakhimpur,Lakhimpur,"Lentil (Masur)(Whole)","Masoor Gola",Non-FAQ,17/02/2025,6050,6200,6130
"Uttar Pradesh",Lakhimpur,Lakhimpur,Mustard,Sarson(Black),FAQ,17/02/2025,5650,5800,5730
"Uttar Pradesh",Lakhimpur,Lakhimpur,Papaya,Papaya,Medium,17/02/2025,2540,2640,2600
"Uttar Pradesh",Lakhimpur,Lakhimpur,Rice,Coarse,FAQ,17/02/2025,3100,3240,3170
"Uttar Pradesh",Lakhimpur,Paliakala,Potato,Potato,FAQ,17/02/2025,1150,1250,1200
"Uttar Pradesh",Lalitpur,Lalitpur,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,17/02/2025,6800,6900,6850
"Uttar Pradesh",Lalitpur,Lalitpur,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,1120,1180,1150
"Uttar Pradesh",Lalitpur,Lalitpur,Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,1550,1600,1580
"Uttar Pradesh",Lalitpur,Lalitpur,"Lentil (Masur)(Whole)","Masoor Gola",FAQ,17/02/2025,6050,6150,6100
"Uttar Pradesh",Lalitpur,Lalitpur,Orange,Orange,Medium,17/02/2025,2770,2830,2800
"Uttar Pradesh",Lalitpur,Lalitpur,Pomegranate,Pomogranate,Medium,17/02/2025,7330,7400,7360
"Uttar Pradesh",Lucknow,Banthara,Rice,Coarse,FAQ,17/02/2025,2800,2820,2810
"Uttar Pradesh",Lucknow,Lucknow,"Banana - Green","Banana - Green",FAQ,17/02/2025,1680,1780,1730
"Uttar Pradesh",Lucknow,Lucknow,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,17/02/2025,7390,7590,7490
"Uttar Pradesh",Lucknow,Lucknow,"Bitter gourd","Bitter Gourd",FAQ,17/02/2025,2400,2500,2450
"Uttar Pradesh",Lucknow,Lucknow,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,17/02/2025,10120,10320,10220
"Uttar Pradesh",Lucknow,Lucknow,Capsicum,Capsicum,FAQ,17/02/2025,3210,3310,3260
"Uttar Pradesh",Lucknow,Lucknow,Lemon,Lemon,FAQ,17/02/2025,5800,5900,5840
"Uttar Pradesh",Lucknow,Lucknow,"Mousambi(Sweet Lime)",Mousambi,Medium,17/02/2025,2930,3030,2980
"Uttar Pradesh",Lucknow,Lucknow,"Peas cod","Peas cod",FAQ,17/02/2025,1740,1840,1790
"Uttar Pradesh",Lucknow,Lucknow,Wheat,Dara,FAQ,17/02/2025,2880,2980,2930
"Uttar Pradesh",Maharajganj,Anandnagar,"Green Chilli","Green Chilly",FAQ,17/02/2025,2400,3000,2800
"Uttar Pradesh",Maharajganj,Anandnagar,Gur(Jaggery),Red,FAQ,17/02/2025,4000,4400,4200
"Uttar Pradesh",Maharajganj,Anandnagar,Paddy(Dhan)(Common),Common,FAQ,17/02/2025,2300,2400,2350
"Uttar Pradesh",Maharajganj,Anandnagar,Papaya,Papaya,Medium,17/02/2025,2000,2400,2200
"Uttar Pradesh",Maharajganj,Gadaura,Brinjal,Brinjal,FAQ,17/02/2025,1300,1500,1400
"Uttar Pradesh",Maharajganj,Gadaura,Cauliflower,Cauliflower,FAQ,17/02/2025,800,1000,900
"Uttar Pradesh",Maharajganj,Gadaura,Ginger(Green),"Green Ginger",FAQ,17/02/2025,3600,3800,3700
"Uttar Pradesh",Maharajganj,Partaval,Onion,Red,FAQ,17/02/2025,2090,2245,2165
"Uttar Pradesh",Mahoba,Mahoba,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,17/02/2025,10100,10220,10150
"Uttar Pradesh",Mahoba,Mahoba,Onion,Red,FAQ,17/02/2025,2000,2110,2030
"Uttar Pradesh",Mahoba,Mahoba,Wheat,Dara,FAQ,17/02/2025,2850,2950,2900
"Uttar Pradesh",Mahoba,Mahoba,"White Peas","White Peas",FAQ,17/02/2025,3600,3750,3670
"Uttar Pradesh",Mainpuri,Bewar,Potato,Local,FAQ,17/02/2025,850,950,900
"Uttar Pradesh",Mainpuri,Bewar,Wheat,Dara,FAQ,17/02/2025,2670,2710,2690
"Uttar Pradesh",Mainpuri,Ghiraur,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,17/02/2025,10800,11000,10900
"Uttar Pradesh",Mainpuri,Ghiraur,Brinjal,Round/Long,FAQ,17/02/2025,900,1090,990
"Uttar Pradesh",Mainpuri,Ghiraur,Cabbage,Cabbage,FAQ,17/02/2025,400,600,500
"Uttar Pradesh",Mainpuri,Ghiraur,Wheat,Dara,FAQ,17/02/2025,2875,3075,2975
"Uttar Pradesh",Mainpuri,Mainpuri,Apple,Delicious,Medium,17/02/2025,8215,8410,8320
"Uttar Pradesh",Mainpuri,Mainpuri,Cabbage,Cabbage,FAQ,17/02/2025,425,620,535
"Uttar Pradesh",Mainpuri,Mainpuri,"Mousambi(Sweet Lime)",Mousambi,Medium,17/02/2025,2970,3160,3080
"Uttar Pradesh",Mainpuri,Mainpuri,Potato,Local,FAQ,17/02/2025,860,1050,970
"Uttar Pradesh",Mainpuri,Mainpuri,Rice,Common,FAQ,17/02/2025,3245,3450,3355
"Uttar Pradesh",Mainpuri,Mainpuri,Tomato,Deshi,FAQ,17/02/2025,630,820,745
"Uttar Pradesh",Mathura,Kosikalan,Apple,"Kasmir/Shimla - II",Medium,17/02/2025,8200,8300,8250
"Uttar Pradesh",Mathura,Kosikalan,Brinjal,Brinjal,FAQ,17/02/2025,900,1010,950
"Uttar Pradesh",Mathura,Kosikalan,Garlic,Desi,FAQ,17/02/2025,12400,12500,12460
"Uttar Pradesh",Mathura,Kosikalan,Pumpkin,Pumpkin,FAQ,17/02/2025,945,1030,990
"Uttar Pradesh",Mathura,Mathura,Cabbage,Cabbage,FAQ,17/02/2025,440,620,550
"Uttar Pradesh",Mathura,Mathura,Capsicum,Capsicum,FAQ,17/02/2025,2100,2450,2300
"Uttar Pradesh",Mathura,Mathura,Cucumbar(Kheera),Cucumbar,FAQ,17/02/2025,1600,1950,1800
"Uttar Pradesh",Mathura,Mathura,"Field Pea","Field Pea",FAQ,17/02/2025,1100,1300,1200
"Uttar Pradesh",Mathura,Mathura,Ginger(Green),"Green Ginger",FAQ,17/02/2025,2700,3000,2900
"Uttar Pradesh",Mathura,Mathura,Gur(Jaggery),Yellow,FAQ,17/02/2025,3700,3950,3800
"Uttar Pradesh",Mathura,Mathura,"Mousambi(Sweet Lime)",Mousambi,Medium,17/02/2025,2900,3200,3100
"Uttar Pradesh",Mathura,Mathura,Onion,Red,FAQ,17/02/2025,1800,2200,1950
"Uttar Pradesh",Mathura,Mathura,Pomegranate,Pomogranate,Medium,17/02/2025,7600,8000,7800
"Uttar Pradesh",Mathura,Mathura,Potato,Desi,FAQ,17/02/2025,800,1020,930
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Cauliflower,Other,FAQ,17/02/2025,1300,1400,1345
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,"Green Chilli","Green Chilly",FAQ,17/02/2025,5900,6000,5955
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Lemon,Lemon,FAQ,17/02/2025,1900,2000,1945
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,17/02/2025,2900,3000,2950
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Paddy(Dhan)(Common),1001,FAQ,17/02/2025,2300,2350,2325
"Uttar Pradesh",Mirzapur,Mirzapur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,17/02/2025,9900,9985,9940
"Uttar Pradesh",Mirzapur,Mirzapur,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,17/02/2025,8200,8300,8245
"Uttar Pradesh",Mirzapur,Mirzapur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",Non-FAQ,17/02/2025,6875,6975,6925
"Uttar Pradesh",Mirzapur,Mirzapur,"Bottle gourd","Bottle Gourd",FAQ,17/02/2025,1400,1485,1450
"Uttar Pradesh",Mirzapur,Mirzapur,Cabbage,Cabbage,FAQ,17/02/2025,485,575,535
"Uttar Pradesh",Mirzapur,Mirzapur,Gur(Jaggery),Red,FAQ,17/02/2025,4725,4800,4760
"Uttar Pradesh",Mirzapur,Mirzapur,Mustard,Sarson(Black),FAQ,17/02/2025,5850,5950,5915
"Uttar Pradesh",Mirzapur,Mirzapur,Papaya,Papaya,Medium,17/02/2025,2735,2800,2765
"Uttar Pradesh",Mirzapur,Mirzapur,Wheat,Dara,FAQ,17/02/2025,2925,3000,2965
"Uttar Pradesh",Mirzapur,Mirzapur,Wheat,Dara,Non-FAQ,17/02/2025,2675,2775,2725
"Uttar Pradesh",Muzaffarnagar,Khatauli,Apple,Apple,Medium,17/02/2025,4500,5500,5000
"Uttar Pradesh",Muzaffarnagar,Khatauli,Cabbage,Cabbage,FAQ,17/02/2025,800,1200,1000
